Path|Owners|Online?|PS (2e34)|Datasets (SmartPS)|Streams|L1T Seed
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepJet_4p5_v8|B2G, EXO|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT400_FivePFJet_120_120_60_30_30_PNet2BTag_5p6_v1|B2G|Yes||ParkingHH|ParkingHH|L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT400_FivePFJet_120_120_60_30_30_PNet2BTag_4p3_v1|B2G|Yes||ParkingHH|ParkingHH|L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_QuadPFJet103_88_75_15_PNetBTag_0p4_VBF2_v1|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet103_88_75_15_PNet2BTag_0p4_0p12_VBF1_v1|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_PNetBTag_0p4_VBF2_v1|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_PNet2BTag_0p4_0p12_VBF1_v1|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet111_90_80_15_PNetBTag_0p4_VBF2_v1|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet111_90_80_15_PNet2BTag_0p4_0p12_VBF1_v1|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepJet_1p5_v8|BTV|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_PFHT250_QuadPFJet25_v1|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT250_QuadPFJet25_PNet2BTagMean0p55_v1|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT250_QuadPFJet25_PNet1BTag0p20_PNet1Tauh0p50_v1|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT250_QuadPFJet30_PNet2BTagMean0p55_v1|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT250_QuadPFJet30_PNet1BTag0p20_PNet1Tauh0p50_v1|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT280_QuadPFJet30_PNet1BTag0p20_PNet1Tauh0p50_v1|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT280_QuadPFJet30_v4|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT280_QuadPFJet30_PNet2BTagMean0p55_v4|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT280_QuadPFJet30_PNet2BTagMean0p60_v4|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT280_QuadPFJet35_PNet2BTagMean0p60_v4|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT340_QuadPFJet70_50_40_40_PNet2BTagMean0p70_v5|HIG|Yes||ParkingHH|ParkingHH|L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_v4|HIG|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_v4|HIG|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_PNet2BTagMean0p55_v4|HIG|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PNet2BTagMean0p50_v4|HIG|Yes||HLTMonitor, MuonEG, OnlineMonitor|DQM, HLTMonitor, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_QuadPFJet100_88_70_30_v5|HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
HLT_QuadPFJet105_88_75_30_v4|HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
HLT_QuadPFJet111_90_80_30_v4|HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
HLT_QuadPFJet100_88_70_30_PNet1CvsAll0p5_VBF3Tight_v5|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
HLT_QuadPFJet105_88_75_30_PNet1CvsAll0p5_VBF3Tight_v5|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
HLT_QuadPFJet111_90_80_30_PNet1CvsAll0p6_VBF3Tight_v5|HIG|Yes||ParkingVBF0, ParkingVBF1, ParkingVBF2, ParkingVBF3, ParkingVBF4, ParkingVBF5, ParkingVBF6, ParkingVBF7|ParkingVBF0, ParkingVBF0, ParkingVBF1, ParkingVBF1, ParkingVBF2, ParkingVBF2, ParkingVBF3, ParkingVBF3|L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
HLT_AK8PFJet220_SoftDropMass40_v8|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_DoubleJet150er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p53_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_DoubleJet150er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p55_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_DoubleJet150er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p60_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_DoubleJet150er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_AK8PFJet230_SoftDropMass40_v8|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p03_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p05_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p06_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p10_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p03_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p05_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p06_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p10_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p03_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p05_v4|B2G, HIG|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_Nch45_v1|HIN|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_Nch40_v1|HIN|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_v7|B2G, HIG|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22 OR L1_SingleMu25
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PNetBB0p06_v4|B2G, HIG|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22 OR L1_SingleMu25
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_v7|B2G, HIG|Yes||HLTMonitor, Muon0, Muon1, OnlineMonitor|DQM, HLTMonitor, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22 OR L1_SingleMu25
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p06_v4|B2G, HIG|Yes||HLTMonitor, Muon0, Muon1, OnlineMonitor|DQM, HLTMonitor, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22 OR L1_SingleMu25
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p10_v4|B2G, HIG|Yes||HLTMonitor, Muon0, Muon1, OnlineMonitor|DQM, HLTMonitor, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22 OR L1_SingleMu25
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_v7|B2G, HIG|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
